date,Price,Open,High,Low,Vol.,Change %
01/03/2021,6588.53,6483.43,6612.74,6483.43,708.30M,1.62%
26/02/2021,6483.43,6651.96,6651.96,6465.57,1.28B,-2.53%
25/02/2021,6651.96,6658.97,6702.88,6644.68,852.47M,-0.11%
24/02/2021,6658.97,6625.94,6669.86,6572.28,1.14B,0.50%
23/02/2021,6625.94,6612.24,6675.42,6555.88,1.15B,0.21%
22/02/2021,6612.24,6624.02,6624.71,6545.93,846.35M,-0.18%
19/02/2021,6624.02,6617.15,6646.16,6600.59,963.92M,0.10%
18/02/2021,6617.15,6710.90,6721.76,6591.43,846.71M,-1.40%
17/02/2021,6710.90,6748.86,6760.29,6701.59,755.36M,-0.56%
16/02/2021,6748.86,6756.11,6799.92,6736.85,817.27M,-0.11%
15/02/2021,6756.11,6589.79,6775.37,6589.79,817.31M,2.52%
12/02/2021,6589.79,6528.72,6589.79,6485.13,490.54M,0.94%
11/02/2021,6528.72,6524.36,6554.15,6514.92,673.19M,0.07%
10/02/2021,6524.36,6531.56,6577.00,6481.02,782.04M,-0.11%
09/02/2021,6531.56,6523.53,6540.97,6501.02,544.65M,0.12%
08/02/2021,6523.53,6489.33,6567.70,6489.33,776.32M,0.53%
05/02/2021,6489.33,6503.72,6518.65,6457.60,984.40M,-0.22%
04/02/2021,6503.72,6507.82,6553.37,6478.15,989.92M,-0.06%
03/02/2021,6507.82,6516.65,6573.10,6489.51,717.52M,-0.14%
02/02/2021,6516.65,6466.42,6523.51,6466.42,719.05M,0.78%
01/02/2021,6466.42,6407.46,6495.56,6407.46,746.04M,0.92%
29/01/2021,6407.46,6526.15,6526.15,6397.24,870.67M,-1.82%
28/01/2021,6526.15,6567.37,6567.37,6439.55,865.83M,-0.63%
27/01/2021,6567.37,6654.01,6661.31,6505.84,982.45M,-1.30%
26/01/2021,6654.01,6638.85,6702.35,6636.34,683.49M,0.23%
25/01/2021,6638.85,6695.07,6714.61,6610.26,761.26M,-0.84%
22/01/2021,6695.07,6715.42,6715.66,6651.71,693.96M,-0.30%
21/01/2021,6715.42,6740.39,6776.92,6715.42,612.55M,-0.37%
20/01/2021,6740.39,6712.95,6751.81,6697.46,687.50M,0.41%
19/01/2021,6712.95,6720.65,6770.66,6697.67,618.15M,-0.11%
18/01/2021,6720.65,6735.71,6741.47,6709.33,359.83M,-0.22%
15/01/2021,6735.71,6801.96,6802.05,6676.55,740.67M,-0.97%
14/01/2021,6801.96,6745.52,6801.96,6736.78,674.89M,0.84%
13/01/2021,6745.52,6754.11,6772.57,6736.01,619.31M,-0.13%
12/01/2021,6754.11,6798.48,6816.65,6738.21,648.16M,-0.65%
11/01/2021,6798.48,6873.26,6873.26,6768.72,707.80M,-1.09%
08/01/2021,6873.26,6856.96,6886.34,6836.08,850.78M,0.24%
07/01/2021,6856.96,6841.86,6903.61,6795.11,939.65M,0.22%
06/01/2021,6841.86,6612.25,6859.14,6611.87,1.25B,3.47%
05/01/2021,6612.25,6571.88,6622.77,6544.25,718.95M,0.61%
04/01/2021,6571.88,6460.52,6662.66,6460.52,957.24M,1.72%
31/12/2020,6460.52,6555.82,6555.82,6439.41,316.94M,-1.45%
30/12/2020,6555.82,6602.65,6622.98,6552.46,425.49M,-0.71%
29/12/2020,6602.65,6502.11,6676.60,6502.11,823.98M,1.55%
24/12/2020,6502.11,6495.75,6530.28,6479.59,477.47M,0.10%
23/12/2020,6495.75,6453.16,6497.28,6431.21,781.64M,0.66%
22/12/2020,6453.16,6416.32,6457.47,6382.61,613.67M,0.57%
21/12/2020,6416.32,6529.18,6529.18,6315.34,1.11B,-1.73%
18/12/2020,6529.18,6551.06,6604.54,6518.25,1.20B,-0.33%
17/12/2020,6551.06,6570.91,6601.63,6551.06,725.53M,-0.30%
16/12/2020,6570.91,6513.32,6598.42,6513.32,860.33M,0.88%
15/12/2020,6513.32,6531.83,6558.24,6484.04,737.40M,-0.28%
14/12/2020,6531.83,6546.75,6583.70,6524.70,870.27M,-0.23%
11/12/2020,6546.75,6599.76,6607.44,6520.54,1.07B,-0.80%
10/12/2020,6599.76,6564.29,6640.74,6561.11,1.11B,0.54%
09/12/2020,6564.29,6558.82,6623.03,6558.82,769.12M,0.08%
08/12/2020,6558.82,6555.39,6567.59,6518.37,757.85M,0.05%
07/12/2020,6555.39,6550.23,6601.11,6519.82,1.05B,0.08%
04/12/2020,6550.23,6490.27,6559.18,6489.75,1.07B,0.92%
03/12/2020,6490.27,6463.39,6491.49,6430.27,943.21M,0.42%
02/12/2020,6463.39,6384.73,6468.64,6367.51,936.84M,1.23%
